video_id,title,total_comments,total_language_count,lang_Tamil,lang_Arabic,lang_Spanish,lang_Turkish,lang_Croatian,lang_Korean,lang_Japanese,lang_Slovenian,lang_Estonian,lang_unknown,lang_Albanian,lang_Kannada,lang_Malayalam,lang_Welsh,lang_French,lang_Nepali,lang_Somali,lang_Polish,lang_Hungarian,lang_Thai,lang_Persian,lang_Marathi,lang_Slovak,lang_Indonesian,lang_German,lang_Greek,lang_Czech,lang_Romanian,lang_Macedonian,lang_Catalan,lang_Gujarati,lang_Danish,lang_Afrikaans,lang_Lithuanian,lang_Bulgarian,lang_English,lang_Latvian,lang_Chinese (Taiwan),lang_Swedish,lang_Chinese (China),lang_Urdu,lang_Norwegian,lang_Vietnamese,lang_Filipino,lang_Punjabi,lang_Hindi,lang_Portuguese,lang_Swahili,lang_Hebrew,lang_Finnish,lang_Russian,lang_Dutch,lang_Ukrainian,lang_Bangla,lang_Telugu,lang_Italian
4lQZ3zd1IKg,Video 4lQZ3zd1IKg,13778,49,0,34,207,43,125,1211,52,53,143,731,17,1,0,257,151,0,604,77,101,342,10,0,71,1332,782,4,238,64,1,55,0,50,95,8,1,4891,2,3,33,29,2,148,154,565,0,1,204,161,1,266,56,319,7,1,0,75
6uIR1hix,Video 6uIR1hix,11467,45,0,131,478,134,45,541,149,61,55,408,11,0,0,339,80,0,294,39,24,13,30,0,39,272,281,2,31,169,18,96,0,75,160,10,17,6172,6,1,31,11,3,82,93,248,0,0,247,138,0,69,218,90,13,0,0,43
nNlheqdCOBA,Video nNlheqdCOBA,398,33,0,3,9,4,2,61,5,0,2,37,0,0,0,10,2,0,10,3,1,2,5,0,6,25,7,0,2,0,0,4,0,2,5,0,0,167,0,0,0,2,1,0,2,4,0,0,4,6,0,1,2,1,0,0,0,1
DvonyNgngC8,Video DvonyNgngC8,100,18,0,0,3,0,0,4,0,0,0,8,0,0,0,1,0,0,3,0,2,3,0,0,0,8,2,0,0,0,0,0,0,0,1,0,0,47,0,0,0,1,0,1,3,6,0,0,0,2,0,0,0,4,0,0,0,1
4cQtrZM0zrg,Video 4cQtrZM0zrg,100,20,0,0,28,0,1,4,4,0,0,6,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,41,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2,0,0,0,2
2PEFpGDdx2U,Video 2PEFpGDdx2U,307,31,0,1,2,1,1,41,4,0,1,34,0,0,0,5,2,0,3,0,0,27,0,0,0,7,6,0,1,5,1,1,0,1,3,0,0,131,0,0,1,0,0,1,4,7,0,0,5,2,0,3,1,4,0,0,0,1
KwZ3cnPFY2s,Video KwZ3cnPFY2s,200,26,0,8,8,5,1,6,0,0,4,35,0,0,0,2,0,0,7,2,0,0,2,0,0,17,5,0,0,0,0,1,0,5,2,0,0,60,0,0,0,1,0,5,1,2,0,0,7,0,0,1,1,9,0,0,0,3
mys1LIf-xkQ,Video mys1LIf-xkQ,1178,36,0,2,13,5,0,500,20,2,3,51,3,0,0,14,8,0,21,2,2,0,0,0,1,65,12,0,0,8,1,5,0,1,3,1,0,326,0,1,1,0,0,8,7,19,0,0,5,41,0,12,6,4,1,0,0,4
dzHY,Video dzHY,1065,37,0,1,8,0,4,319,56,3,4,36,14,0,0,8,6,0,42,4,3,3,1,0,0,40,26,0,3,1,0,2,0,1,9,2,1,372,0,0,1,1,0,4,5,37,0,0,17,7,0,2,9,6,0,0,0,7
E7CHp,Video E7CHp,100,18,0,6,3,0,0,8,12,0,0,6,0,0,0,3,1,0,2,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,47,0,0,0,0,0,0,1,1,0,0,2,1,0,0,2,0,0,0,0,0
VjwK2jtbTEM,Video VjwK2jtbTEM,98,20,0,1,1,1,0,23,3,1,0,18,0,0,0,0,0,0,3,1,0,1,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,4,1,0,2,3,2,0,0,0,1
B6g8ihBJTXE,Video B6g8ihBJTXE,546,36,0,8,12,10,2,73,46,1,3,53,0,0,0,1,3,0,7,4,6,1,0,0,5,7,8,0,7,9,0,14,0,3,10,0,0,188,0,7,0,18,0,3,9,5,0,1,7,3,0,2,3,1,0,0,0,6
ISa,Video ISa,701,37,0,14,32,12,2,31,95,2,5,48,0,0,0,5,9,0,12,12,3,1,3,0,3,2,21,0,0,7,0,3,0,3,4,1,0,286,2,2,0,3,0,13,10,12,0,0,27,4,0,1,1,4,0,0,0,6
Q4Rb5,Video Q4Rb5,23037,46,0,645,1209,306,105,541,1033,124,137,834,19,0,0,353,337,0,711,393,187,39,144,2,45,387,981,0,75,127,10,217,0,146,119,30,9,9850,21,30,100,65,47,180,803,590,0,0,723,588,0,151,162,269,7,1,0,185
CScG1UxY9DI,Video CScG1UxY9DI,178,25,0,0,2,0,0,69,1,0,2,6,0,0,0,2,1,0,4,0,0,1,0,0,0,5,2,0,0,4,0,2,0,1,0,0,0,58,0,0,0,3,0,1,4,1,0,0,4,1,0,1,0,1,1,0,0,1
0rkvgJ-fFZc,Video 0rkvgJ-fFZc,662,32,0,1,10,6,1,221,8,2,6,20,0,0,0,6,5,0,16,5,4,1,0,0,0,38,23,0,0,6,1,4,0,0,4,4,0,185,0,0,4,0,0,2,0,37,0,0,7,9,0,7,5,5,0,0,0,9
0gqOz1OO-88,Video 0gqOz1OO-88,11126,47,0,145,279,59,65,1217,116,89,203,478,26,0,0,145,71,0,297,120,25,30,31,0,27,340,353,3,38,80,7,43,0,38,170,32,6,5309,17,6,24,11,9,96,119,361,0,1,203,109,0,100,75,88,1,5,0,59
4j4H-aU6vmU,Video 4j4H-aU6vmU,5095,44,0,51,113,74,17,362,129,21,42,527,38,0,0,42,111,0,152,19,10,2,16,0,24,49,286,0,15,145,12,134,0,41,60,4,19,1927,1,1,13,3,3,68,37,64,0,0,133,19,0,46,158,46,11,0,0,50
GZcMPFfWzTc,Video GZcMPFfWzTc,100,17,0,0,3,2,1,3,3,2,0,6,0,0,0,17,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50,0,0,0,0,0,0,2,2,0,0,1,2,0,0,0,1,0,0,0,0
i5lUTMoK8RI,Video i5lUTMoK8RI,1369,44,0,45,22,14,5,79,4,10,11,288,3,0,0,11,17,0,34,16,6,5,8,0,12,37,30,0,4,10,0,3,0,19,25,10,1,394,1,0,7,11,1,54,5,35,0,1,16,40,0,22,28,15,1,3,0,6
0R1rDjIXzF0,Video 0R1rDjIXzF0,29175,45,0,138,1258,181,145,499,136,123,194,825,51,0,0,532,277,0,1168,239,181,661,53,0,43,2188,1667,0,49,119,7,245,0,287,223,31,11,13412,18,5,100,94,10,369,600,1033,0,0,475,526,0,237,114,425,6,1,0,219
Smr,Video Smr,100,17,0,0,8,0,0,2,9,0,1,4,1,0,0,16,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,43,0,0,0,0,0,0,0,6,0,0,1,1,0,0,1,0,0,0,0,0
hUJ3Q-dFt-8,Video hUJ3Q-dFt-8,1415,37,0,6,24,9,6,176,41,2,13,74,0,0,0,24,15,0,44,7,5,9,1,0,4,134,59,0,1,12,4,6,0,6,17,0,4,543,0,0,4,0,0,13,13,48,0,0,25,9,0,20,10,20,0,0,0,7
cwwq0mpATOM,Video cwwq0mpATOM,13579,43,0,91,516,103,80,422,55,48,67,672,13,0,0,278,187,0,459,116,73,5,23,0,27,291,877,3,31,85,0,87,0,91,210,12,4,6955,2,1,28,2,0,83,193,338,0,0,294,247,0,38,24,180,2,0,0,266
EXTM7,Video EXTM7,448,30,0,0,2,0,1,179,7,2,1,20,0,0,0,8,2,0,3,2,1,11,0,0,3,9,8,0,3,0,0,3,0,0,4,0,0,148,0,0,1,0,0,1,3,3,0,0,4,1,0,4,7,5,0,0,0,2
T5etCb0-pO0,Video T5etCb0-pO0,100,15,0,1,2,0,0,29,0,0,0,2,0,0,0,15,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,38,0,1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1
TtRBKXZbGsU,Video TtRBKXZbGsU,1615,39,0,34,57,9,7,56,54,9,3,239,0,0,0,23,26,0,97,15,7,1,9,0,7,26,23,1,30,10,0,11,0,3,8,0,0,443,0,0,4,6,4,6,16,23,0,0,33,267,0,9,12,12,3,0,0,12
zS1jKIsAOmM,Video zS1jKIsAOmM,10615,44,0,8,263,56,94,862,336,86,66,267,13,0,0,301,55,0,510,99,43,126,4,0,31,938,762,0,23,39,4,57,0,110,84,16,14,3794,3,1,32,19,2,73,182,296,0,0,410,167,0,76,91,135,7,0,0,60
Maq65aXy,Video Maq65aXy,131,23,0,1,1,0,0,9,1,2,0,26,0,0,0,6,3,0,4,0,2,3,0,0,0,3,2,0,2,0,0,4,0,2,4,0,0,41,0,0,0,0,0,0,5,4,0,0,4,1,0,0,1,0,0,0,0,0
MPjQfGhkVjs,Video MPjQfGhkVjs,874,33,0,1,5,0,4,311,18,5,4,39,1,0,0,13,3,0,26,2,1,27,0,0,3,24,11,0,0,3,0,7,0,2,6,0,0,313,0,0,1,1,0,8,6,6,0,0,5,3,0,9,1,5,0,0,0,0
b6ycw7p9-bE,Video b6ycw7p9-bE,73584,49,0,3434,2189,979,262,1762,98,391,866,4357,148,3,1,1851,833,0,2209,398,233,536,498,0,346,2496,2314,20,170,344,27,981,0,536,842,196,31,34844,36,16,280,120,97,692,683,1801,0,0,2160,1573,1,654,309,449,36,1,0,481
9,Video 9,7855,41,0,1,85,8,104,1490,609,31,56,390,3,0,0,104,109,0,189,30,24,74,2,0,9,806,436,0,28,96,1,161,0,9,27,0,0,2185,1,3,42,26,0,80,76,145,0,0,37,44,0,132,7,163,2,0,0,30
wki3QBNGRPY,Video wki3QBNGRPY,923,36,0,5,5,0,3,370,67,1,4,60,20,0,0,4,3,0,28,5,1,3,1,0,0,21,9,0,1,10,1,1,0,2,2,0,0,245,0,0,1,4,0,2,4,4,0,0,7,9,0,7,4,5,0,0,0,4
d8Xey0WiH80,Video d8Xey0WiH80,11927,42,0,12,238,31,205,1698,32,134,58,533,14,0,0,139,154,0,270,39,71,188,4,1,37,1797,646,0,39,200,0,91,0,40,86,4,3,3593,0,1,36,148,0,110,186,341,0,0,126,104,0,127,46,229,5,0,0,111
-HgJ2TIvu8s,Video -HgJ2TIvu8s,100,21,0,0,3,0,0,16,1,0,2,11,0,0,0,3,1,0,3,0,1,0,0,0,0,9,4,0,0,2,0,1,0,0,1,1,0,31,0,0,0,2,1,0,0,0,0,0,1,4,0,0,2,0,0,0,0,0
0-BKiesiaxE,Video 0-BKiesiaxE,1578,42,0,6,71,11,6,47,79,10,6,108,3,0,0,40,22,0,34,42,10,1,2,0,6,20,97,0,10,16,2,12,0,10,7,1,3,658,1,0,2,0,0,9,71,26,0,0,50,30,0,7,11,11,2,1,0,17
TjoXJIo3Qhc,Video TjoXJIo3Qhc,3369,47,0,35,173,29,3,525,449,19,21,205,1,0,0,53,44,1,142,32,25,12,14,0,16,96,133,1,10,50,1,25,0,16,16,9,1,767,13,5,4,15,2,17,32,115,0,0,126,16,0,15,21,18,4,1,0,41
9B4oDw-KQ-k,Video 9B4oDw-KQ-k,292,33,0,2,3,1,1,105,6,1,0,26,0,0,0,6,1,0,9,0,0,2,1,0,0,19,5,0,2,3,1,1,0,2,3,0,0,64,0,0,3,2,0,0,2,6,0,0,4,4,0,2,1,2,1,0,0,1
7T0SESDBORY,Video 7T0SESDBORY,200,29,0,13,7,0,0,12,0,0,4,40,1,0,0,3,2,0,11,0,1,1,3,0,2,3,4,0,1,15,0,2,0,0,1,0,0,51,0,0,1,0,0,0,2,5,0,0,2,3,0,4,1,3,0,0,0,2
2R7NzCOXOoM,Video 2R7NzCOXOoM,4557,43,0,74,391,158,30,155,150,18,27,236,5,0,0,73,105,0,230,31,28,6,21,0,21,174,325,0,52,44,2,42,0,27,37,6,3,1482,1,0,3,7,2,32,71,87,0,0,140,56,0,32,34,31,6,0,0,102
9ezGDQChoGs,Video 9ezGDQChoGs,200,29,0,1,26,2,1,31,2,2,0,10,0,0,0,3,5,0,3,2,1,1,0,0,1,3,6,0,1,0,0,0,0,2,1,0,0,64,0,0,0,0,0,1,3,17,0,0,4,0,0,1,4,1,0,0,0,1
ZZwI0AvNbl8,Video ZZwI0AvNbl8,40448,48,1,375,1435,698,318,1464,181,191,441,2233,31,2,0,377,673,0,973,132,218,25,86,0,187,2745,1438,6,140,397,5,252,1,280,455,28,2,19834,35,17,147,306,21,309,255,951,0,0,481,658,0,707,55,694,2,0,0,186
uLGF1RKUHSk,Video uLGF1RKUHSk,100,21,0,0,23,1,0,4,9,0,0,3,0,0,0,2,2,0,1,0,0,0,0,0,1,0,3,0,0,2,0,3,0,0,1,0,0,31,0,0,0,1,0,1,0,5,0,0,3,1,0,0,1,0,0,0,0,2
iObOfvb7-aA,Video iObOfvb7-aA,466,37,0,7,15,7,4,35,39,1,2,57,1,0,0,6,9,0,13,12,1,1,3,0,1,3,6,0,1,10,0,5,0,2,1,0,0,161,0,1,1,0,0,3,12,15,0,0,5,10,0,3,1,7,0,0,0,5
aqtSOksH-NE,Video aqtSOksH-NE,300,33,0,2,52,1,5,4,8,1,2,20,0,0,0,7,8,0,3,1,4,0,0,0,0,2,5,0,3,5,0,3,0,4,3,1,0,117,0,0,0,0,0,2,1,4,1,0,7,14,0,3,0,4,2,0,0,1
4d86eEcgUQ0,Video 4d86eEcgUQ0,214,19,0,0,2,0,0,84,2,0,0,22,0,0,0,6,1,0,4,2,0,4,2,0,0,8,3,0,0,2,0,0,0,0,0,0,0,59,0,0,0,0,0,1,0,3,0,0,0,2,0,0,0,5,0,0,0,2
BYGeGI1Ihlc,Video BYGeGI1Ihlc,24663,46,0,118,661,227,41,450,71,99,183,583,52,0,1,436,151,0,502,106,135,123,27,0,30,343,502,1,24,86,2,184,0,214,259,8,4,17020,4,10,294,22,2,249,181,316,0,0,258,86,0,220,44,226,10,0,0,98
pgfmiRxbD9g,Video pgfmiRxbD9g,2436,40,0,10,118,25,11,186,310,8,3,140,2,0,0,90,16,0,48,28,9,2,0,0,6,37,49,0,4,15,0,10,0,4,13,0,2,1066,6,9,2,4,0,10,51,38,0,0,45,11,0,5,10,16,2,0,0,15
-MOzP1XooBs,Video -MOzP1XooBs,1283,37,0,7,13,3,2,510,45,5,19,70,0,0,0,5,3,0,14,5,1,1,3,0,0,17,19,0,1,1,0,2,0,5,10,2,0,431,0,2,3,11,0,2,4,23,0,0,14,6,0,5,8,7,0,0,0,4
rawHmfnpGY8,Video rawHmfnpGY8,366,29,0,2,3,0,3,181,5,1,5,10,0,0,0,4,1,0,4,0,4,2,0,0,1,8,0,0,0,13,0,3,0,4,6,0,0,92,1,0,0,1,0,0,3,3,0,0,1,1,0,1,0,2,0,0,0,1
YuuucnzYyI0,Video YuuucnzYyI0,807,37,0,4,66,12,1,37,16,7,6,66,0,0,0,25,20,0,39,3,6,1,6,0,5,36,37,0,5,14,0,9,0,3,9,1,0,283,0,0,1,0,1,9,8,10,0,0,21,13,0,4,1,7,0,0,0,15
GsrAvrc5z7g,Video GsrAvrc5z7g,3876,39,0,4,75,22,18,604,50,14,28,214,3,0,0,37,45,0,79,8,10,92,2,0,18,137,88,0,33,51,0,22,0,15,25,3,0,1661,0,0,6,18,0,24,59,242,0,0,35,28,0,18,26,40,2,0,0,20
S50SYJbyXY4,Video S50SYJbyXY4,400,38,0,7,23,5,1,30,8,2,3,28,2,0,0,6,4,0,4,1,0,1,1,0,3,5,5,0,2,4,1,3,0,3,3,4,1,187,0,0,0,0,0,4,6,8,0,0,13,5,0,2,9,1,0,2,0,3
We3r4OAz,Video We3r4OAz,3456,42,0,50,153,51,15,123,124,24,25,177,5,0,0,52,40,0,89,40,40,4,10,0,7,66,102,1,15,28,0,30,0,11,32,3,0,1583,4,5,3,4,3,22,131,125,0,0,65,110,0,8,8,41,0,0,0,27
rTMu2zouh6s,Video rTMu2zouh6s,1087,38,0,5,26,5,0,287,8,0,9,109,0,0,0,15,5,0,64,12,1,2,1,0,3,25,14,0,1,20,0,11,0,3,15,1,3,307,0,1,1,7,0,7,9,29,0,0,18,7,0,12,25,11,1,0,0,7
BIXppE2qu40,Video BIXppE2qu40,92,20,0,3,2,1,1,9,4,0,2,10,0,0,0,0,1,0,1,0,0,5,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,40,0,0,0,0,0,1,3,0,0,0,1,1,0,0,0,1,0,0,0,0
Err9YqUiF3w,Video Err9YqUiF3w,200,29,0,1,5,2,1,8,1,2,1,10,0,0,0,2,1,0,4,1,3,1,0,0,0,18,9,0,1,0,0,1,0,2,1,0,0,101,1,0,0,0,0,3,2,9,0,0,6,2,0,0,1,0,0,0,0,0
FZ0EyrI5nBk,Video FZ0EyrI5nBk,1159,33,0,4,6,1,2,493,7,0,7,38,0,0,0,26,4,0,9,4,2,9,0,0,0,58,11,0,1,2,0,5,0,1,4,0,0,398,0,0,1,2,0,7,5,18,0,0,6,8,0,4,3,11,0,0,0,2
7VedDYFzSPM,Video 7VedDYFzSPM,219,26,0,0,1,1,2,74,4,1,0,18,0,0,0,3,0,0,7,0,0,1,0,0,0,5,5,0,0,3,0,0,0,9,1,1,0,53,0,0,4,0,0,2,0,4,0,0,5,4,0,1,4,2,0,0,0,4
oJWYUOTGrMA,Video oJWYUOTGrMA,10143,43,0,18,239,20,32,1366,160,26,40,270,23,0,0,272,54,0,253,77,32,18,2,0,13,161,364,1,14,25,0,36,0,31,121,4,0,5513,2,1,28,15,1,65,72,170,0,0,173,101,0,64,15,187,3,0,0,61
5dWxvUcEUEY,Video 5dWxvUcEUEY,300,38,0,19,7,2,3,15,1,6,5,94,1,0,0,3,6,1,6,1,1,1,1,0,6,2,8,0,9,6,0,0,0,2,2,1,0,54,0,0,0,0,2,4,0,5,0,0,6,7,0,1,2,2,1,2,0,5
Qfj0yvBMB9E,Video Qfj0yvBMB9E,6478,46,0,13,135,23,43,486,36,41,38,135,6,0,0,108,18,0,271,75,35,46,1,0,12,603,381,1,10,10,2,57,0,23,61,6,2,2710,4,1,23,2,1,42,141,313,0,0,205,152,0,57,27,80,2,1,0,39
juByP9NkTWw,Video juByP9NkTWw,65,14,0,0,0,0,0,34,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,2,0,0,1,1,0,1,1,2,0,0,0,1
ZdKCkl17iCI,Video ZdKCkl17iCI,5640,43,0,20,106,12,24,724,119,34,26,279,5,1,0,104,37,0,150,53,39,17,3,0,11,148,240,1,8,16,0,33,0,25,39,3,0,2663,0,5,12,12,1,51,53,146,0,0,69,130,0,20,15,146,2,0,0,38
ZEQpM,Video ZEQpM,2942,42,0,38,186,41,29,112,148,12,31,142,5,0,0,87,47,0,82,15,20,0,14,0,23,45,81,0,16,50,2,29,0,10,16,1,2,1069,0,8,5,3,4,33,129,69,0,0,143,35,0,33,21,37,3,0,0,66
-VBdpZEuMdg,Video -VBdpZEuMdg,5176,43,0,77,114,68,27,243,61,40,41,766,57,0,0,73,191,0,139,19,8,2,17,0,38,28,155,0,33,148,13,224,0,46,90,4,15,1779,1,1,13,0,4,99,36,54,0,0,137,47,0,38,98,53,8,0,0,71
lgGVd5XwBgI,Video lgGVd5XwBgI,601,33,0,2,6,3,0,218,20,0,1,27,0,0,0,10,3,0,18,2,0,2,2,0,1,8,21,0,1,2,1,2,0,9,5,0,0,192,0,0,1,3,0,0,8,5,0,0,8,5,0,1,2,11,0,0,0,1
WJqP,Video WJqP,1063,37,0,1,13,5,10,129,46,6,4,22,0,0,0,60,2,0,34,8,2,8,0,0,7,74,32,0,1,3,0,2,0,5,6,1,1,389,0,0,4,2,0,7,11,71,0,0,22,13,0,17,8,28,0,0,0,9
MKU,Video MKU,6490,41,0,95,221,50,30,97,127,24,47,198,4,0,0,115,73,0,177,84,63,13,16,0,21,188,298,0,27,94,0,57,0,23,56,10,0,3333,7,2,7,4,1,57,243,183,0,0,131,83,0,38,11,105,0,0,0,77
,Video ,2960,39,0,10,65,2,8,587,24,21,11,241,5,0,0,22,43,0,53,10,15,11,0,0,9,90,79,0,1,18,0,13,0,20,22,0,0,1337,4,1,5,10,0,26,23,61,0,0,32,16,0,6,11,33,1,0,0,14
vdejiaoEhFc,Video vdejiaoEhFc,72045,48,0,1784,1561,834,228,942,178,316,998,3563,162,3,0,1218,706,0,1660,259,376,462,374,0,478,2322,1895,15,171,301,13,930,0,620,798,231,23,40585,57,21,225,243,70,905,584,1424,0,0,1575,1311,5,501,238,481,13,4,0,382
FwwAt2-r8-Q,Video FwwAt2-r8-Q,5454,42,0,24,121,27,25,287,31,13,32,211,4,0,0,84,39,0,206,40,42,13,1,0,13,317,242,1,15,40,0,46,0,12,69,2,1,2792,1,0,10,4,0,45,83,178,0,0,58,84,0,16,16,170,4,0,0,35
JOJzjQ-Kjos,Video JOJzjQ-Kjos,4225,42,0,31,106,110,19,263,123,30,31,496,5,0,0,41,97,0,127,16,7,2,16,0,27,88,129,0,16,46,19,112,0,44,52,7,23,1577,2,0,99,1,0,51,30,48,0,0,83,24,0,30,136,28,15,0,0,18
50tXxeQCpGg,Video 50tXxeQCpGg,7796,44,0,41,327,34,46,216,162,49,30,414,9,0,0,172,68,0,248,52,40,12,11,0,52,113,194,0,26,174,1,39,0,46,115,18,1,3501,6,1,21,4,3,57,240,467,0,0,294,248,0,63,9,73,5,0,0,94
r-G9HB,Video r-G9HB,432,35,0,5,3,1,0,134,18,1,0,39,2,0,0,7,12,0,13,1,1,1,2,0,1,5,12,0,0,2,1,2,0,1,5,2,1,131,0,0,2,2,0,0,1,8,0,0,3,1,0,1,0,5,0,0,0,6
TghKD0IDX1A,Video TghKD0IDX1A,982,40,0,12,25,4,4,129,9,4,11,112,0,0,0,11,6,0,51,8,4,5,3,0,11,80,25,0,3,9,0,8,0,6,19,2,1,287,0,0,2,16,3,6,6,24,0,0,32,11,0,11,10,6,3,0,0,3
PCt6FogXsU0,Video PCt6FogXsU0,313,29,0,1,1,0,1,146,4,0,1,15,0,0,0,6,1,0,5,0,1,3,0,0,0,12,6,0,0,14,3,0,0,0,3,0,1,62,0,0,2,0,0,2,2,10,0,0,3,2,0,2,1,2,0,0,0,1
Z-kdecO0Tr4,Video Z-kdecO0Tr4,554,35,0,12,20,2,1,43,2,3,1,101,0,0,0,11,4,0,20,0,4,4,3,0,2,30,4,0,0,33,2,2,0,3,5,0,0,163,0,0,1,1,0,1,7,26,0,0,7,9,0,4,9,11,0,0,0,3
fpQceDoi9t4,Video fpQceDoi9t4,79,11,0,0,0,0,0,14,0,0,0,4,0,0,0,16,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,38,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
b2YAFV8CdOQ,Video b2YAFV8CdOQ,100,23,0,3,3,1,1,11,0,0,0,12,0,0,0,0,2,0,2,2,0,0,0,0,0,9,1,0,0,3,0,0,0,0,2,0,0,30,0,0,0,0,0,1,1,2,0,0,3,2,0,1,3,4,0,0,0,1
RkjtI2i4Z7A,Video RkjtI2i4Z7A,7380,47,0,377,209,116,26,376,5,62,63,660,6,1,0,72,121,0,160,33,45,2,44,0,155,198,156,1,44,84,4,59,0,45,44,3,2,3491,4,0,19,7,9,46,20,131,1,0,141,71,1,113,35,64,1,0,0,53
WxpIU3z-Mbk,Video WxpIU3z-Mbk,183,28,0,4,5,5,1,16,27,1,0,21,0,0,0,1,1,0,17,0,1,0,1,0,1,0,3,0,2,2,0,0,0,1,0,0,0,49,0,0,1,0,1,2,1,2,0,0,9,6,0,0,1,0,0,0,0,1
N,Video N,100,16,0,0,1,0,0,20,1,0,1,2,0,0,0,13,1,0,4,1,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1
lhdR628kqUM,Video lhdR628kqUM,2029,40,0,9,48,5,2,317,211,12,8,123,2,0,0,38,11,0,42,11,7,2,2,0,5,64,54,0,7,9,1,7,0,5,15,1,0,779,0,0,12,2,0,11,13,65,0,0,27,22,0,10,6,56,1,0,0,7
N7csCOeKDs8,Video N7csCOeKDs8,355,33,0,6,11,2,4,48,40,2,0,28,0,0,0,2,2,0,10,1,1,0,3,0,0,4,11,1,3,9,0,1,0,1,3,0,0,104,1,0,0,1,0,6,5,23,0,0,5,3,0,2,0,5,0,0,0,7
53V9TFw2onQ,Video 53V9TFw2onQ,660,38,0,1,11,0,3,116,5,6,3,42,2,0,0,5,3,0,27,4,5,6,1,0,0,56,28,0,1,12,1,2,0,1,6,1,1,192,0,0,1,1,0,1,2,63,0,0,11,26,0,3,6,4,0,0,0,1
syFNMj8vBL0,Video syFNMj8vBL0,1210,37,0,4,26,4,8,93,12,4,3,78,0,0,0,15,21,0,14,5,5,32,0,0,6,50,29,1,12,8,0,5,0,4,9,0,0,652,0,0,3,3,0,15,10,17,0,0,16,6,0,15,8,6,2,0,0,9
,Video ,5999,46,0,75,350,44,20,743,564,36,55,374,12,0,0,63,81,1,126,40,32,10,30,0,15,68,99,0,15,72,9,33,0,20,49,15,4,1988,9,7,5,10,6,44,76,311,0,0,100,182,0,40,36,46,5,2,0,77
zrwCw5wJE3o,Video zrwCw5wJE3o,36615,52,0,1104,2020,479,275,1342,198,763,618,7145,110,0,5,392,754,2,841,286,109,76,181,1,571,1101,1453,8,752,360,37,242,2,256,528,152,49,9042,64,5,101,28,47,295,304,1084,0,10,1095,485,2,527,416,389,37,33,0,439
,Video ,405,32,0,0,6,2,0,28,26,1,3,45,0,0,0,7,1,0,16,8,0,0,1,0,1,1,22,0,0,2,0,4,0,2,4,0,1,162,0,0,1,1,0,1,19,13,0,0,14,5,0,1,1,3,0,0,0,3
2VtnE9mmmvQ,Video 2VtnE9mmmvQ,3508,44,0,106,142,42,18,124,164,41,43,349,7,0,0,68,25,0,257,27,41,3,15,0,15,50,47,1,36,73,4,10,0,14,23,4,2,1402,6,0,2,2,4,23,37,80,0,0,57,45,0,19,22,24,2,0,0,32
15AESBkHZFs,Video 15AESBkHZFs,71,23,0,2,2,0,1,6,1,0,1,7,0,0,0,2,1,0,0,1,0,0,0,0,1,2,2,0,0,1,0,1,0,0,1,0,0,30,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,1,0,0,0,3
rVl-2UzAV7Y,Video rVl-2UzAV7Y,100,9,0,0,1,0,0,82,0,0,0,6,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6BhCTJXMdy8,Video 6BhCTJXMdy8,8638,47,1,210,209,75,11,767,240,38,47,479,23,1,0,66,153,0,215,110,11,10,31,0,22,246,185,0,10,26,4,34,0,40,66,42,5,4257,6,5,17,19,5,60,36,176,0,0,247,158,0,52,75,61,6,1,0,80
6rHn5PxMezw,Video 6rHn5PxMezw,5025,43,0,23,133,12,21,409,59,12,24,235,13,0,0,146,30,0,158,54,26,9,3,0,6,136,209,0,12,9,1,21,0,23,31,4,0,2494,1,1,11,4,0,28,72,158,0,0,77,158,0,19,13,151,2,1,0,16
LOqeJq,Video LOqeJq,482,29,0,2,0,1,4,220,0,9,3,32,0,0,0,8,4,0,14,0,0,10,0,0,3,24,4,0,4,4,0,0,0,2,1,1,0,85,0,0,2,0,0,5,2,8,0,0,10,4,0,6,0,7,0,0,0,3
