video_id,title,total_comments,total_language_count,lang_Tamil,lang_Arabic,lang_Spanish,lang_Turkish,lang_Croatian,lang_Korean,lang_Japanese,lang_Slovenian,lang_Estonian,lang_unknown,lang_Albanian,lang_Kannada,lang_Malayalam,lang_Welsh,lang_French,lang_Nepali,lang_Somali,lang_Polish,lang_Hungarian,lang_Thai,lang_Persian,lang_Marathi,lang_Slovak,lang_Indonesian,lang_German,lang_Greek,lang_Czech,lang_Romanian,lang_Macedonian,lang_Catalan,lang_Gujarati,lang_Danish,lang_Afrikaans,lang_Lithuanian,lang_Bulgarian,lang_English,lang_Latvian,lang_Chinese (Taiwan),lang_Swedish,lang_Chinese (China),lang_Urdu,lang_Norwegian,lang_Vietnamese,lang_Filipino,lang_Punjabi,lang_Hindi,lang_Portuguese,lang_Swahili,lang_Hebrew,lang_Finnish,lang_Russian,lang_Dutch,lang_Ukrainian,lang_Bangla,lang_Telugu,lang_Italian
GvIM,Video GvIM,4392,40,0,13,38,8,13,667,11,8,26,105,3,0,0,155,20,0,111,17,12,7,4,0,6,496,131,0,3,19,2,21,0,28,28,1,0,2095,0,0,9,3,0,27,47,113,0,0,16,36,0,34,7,36,1,0,0,15
4acXN8aazeU,Video 4acXN8aazeU,100,24,0,1,3,1,0,6,0,0,0,12,0,0,0,0,2,0,1,0,0,1,0,0,2,6,1,0,3,0,0,1,0,1,9,1,0,24,0,0,0,1,0,1,0,2,0,0,1,16,0,2,0,0,0,0,0,2
XpEhjawv7Qk,Video XpEhjawv7Qk,6219,46,0,59,417,36,46,654,70,119,54,990,27,0,0,22,103,0,214,35,12,14,22,0,50,79,43,4,149,261,13,27,0,12,37,43,11,1622,0,1,3,1,5,23,29,56,0,1,230,151,0,146,192,44,9,3,0,80
D4JyUHIOB3o,Video D4JyUHIOB3o,1398,40,0,1,8,4,13,608,13,6,6,32,1,0,0,25,14,0,22,4,8,10,1,0,1,92,24,0,3,16,0,5,0,7,2,1,0,358,1,0,5,12,0,7,6,14,0,0,10,28,0,3,9,14,1,0,0,3
1FzRsAb,Video 1FzRsAb,550,29,0,0,4,2,3,100,8,1,4,38,0,0,0,9,12,0,20,3,0,6,2,0,0,18,26,0,0,11,0,2,0,0,8,0,2,192,0,0,2,0,0,0,4,42,0,0,0,6,0,5,6,4,0,0,0,10
Z2Db6MvQbIg,Video Z2Db6MvQbIg,838,37,0,1,16,1,4,229,26,1,9,35,1,0,0,20,10,0,22,2,1,6,0,0,1,28,45,0,4,20,1,0,0,5,10,0,0,239,0,1,1,4,0,3,20,19,0,0,11,5,0,2,8,16,0,0,0,11
1k,Video 1k,3046,42,0,3,63,21,25,301,21,9,9,185,3,0,0,53,31,0,68,12,18,383,2,0,13,195,59,0,7,28,2,11,0,17,15,3,1,1072,0,2,3,8,1,28,39,178,0,0,44,14,0,15,41,19,0,0,0,24
GmPTWg5VSbA,Video GmPTWg5VSbA,457,37,0,9,7,2,1,139,6,1,4,57,0,0,0,3,1,0,8,1,2,3,1,0,2,23,6,0,1,13,0,3,0,1,4,1,0,110,0,0,2,8,0,6,5,7,0,0,5,4,0,2,3,4,0,0,0,2
,Video ,1612,38,0,2,12,8,8,787,18,2,19,25,5,0,0,10,9,0,26,4,5,8,0,0,1,88,52,0,2,6,0,6,0,8,24,1,1,336,0,0,6,1,0,16,11,38,0,0,15,18,0,15,6,9,0,0,0,4
QyKe4VXDx5I,Video QyKe4VXDx5I,98500,47,2,209,2374,3451,1121,2625,87,818,1167,2833,201,2,0,4342,1126,0,4026,657,365,90,64,0,464,12549,8013,12,201,1357,44,623,0,952,1274,106,34,31848,90,0,550,64,12,1723,1252,4261,0,0,1600,1698,0,1357,457,1774,24,2,0,599
eZtB1PJ1Dtc,Video eZtB1PJ1Dtc,13364,43,0,119,236,118,46,456,133,28,147,332,14,0,0,368,56,0,545,84,91,14,20,0,9,245,256,2,30,49,0,57,0,26,63,15,2,8411,4,4,13,6,4,66,130,558,0,0,237,110,0,98,10,91,0,0,0,61
iK86ae14jV4,Video iK86ae14jV4,100,23,0,0,8,0,1,1,1,1,3,17,0,0,0,1,1,0,1,1,1,1,0,0,0,0,3,0,0,1,0,2,0,0,0,0,1,33,0,0,0,0,0,0,0,3,0,0,8,0,0,1,9,0,0,0,0,1
ZDtLm26c3,Video ZDtLm26c3,4418,43,0,109,69,121,11,191,96,10,13,294,1,0,0,60,62,0,98,18,8,4,15,0,6,38,227,0,8,25,36,19,0,45,27,8,38,1931,0,1,11,2,4,32,42,148,0,0,56,23,0,17,394,30,36,0,0,34
zExZX0QaOJo,Video zExZX0QaOJo,16108,47,0,419,790,102,114,711,189,270,163,1565,24,0,1,152,221,0,720,120,58,32,74,0,99,370,441,4,361,648,8,70,0,127,450,21,8,5118,2,0,32,7,16,167,154,295,0,1,529,658,0,355,46,219,13,1,0,163
PR1MDYLKNFE,Video PR1MDYLKNFE,1870,39,0,9,57,17,7,72,47,7,19,90,0,0,0,47,23,0,66,31,8,4,0,0,2,99,94,0,0,12,0,16,0,14,12,3,1,754,1,0,9,1,1,57,41,69,0,0,75,29,0,28,7,27,2,0,0,12
4FEUP49r4CA,Video 4FEUP49r4CA,1247,39,0,11,73,7,5,113,96,2,6,62,5,0,0,19,9,0,29,20,7,2,2,0,0,19,33,0,1,2,0,4,0,3,15,1,0,540,0,1,1,4,0,10,26,42,0,0,36,13,0,4,4,11,1,0,0,8
oaj531BuP0E,Video oaj531BuP0E,225,23,0,0,7,2,0,85,2,0,0,21,0,0,0,1,4,0,1,0,1,6,0,0,1,10,4,0,0,1,0,1,0,0,1,0,0,63,0,0,0,0,0,0,2,7,0,0,1,0,0,0,0,2,1,0,0,1
PwsatXwPonc,Video PwsatXwPonc,100,13,0,0,2,0,0,16,1,0,0,5,0,0,0,12,1,0,3,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,3,0,0,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
jLwcryKACyk,Video jLwcryKACyk,801,30,0,1,10,2,4,352,13,0,2,35,0,0,0,4,2,0,14,1,1,2,0,0,0,65,13,0,0,15,0,2,0,2,1,0,0,184,0,0,0,1,0,6,0,39,0,0,10,4,0,2,3,5,0,0,0,6
VSYuakAu90k,Video VSYuakAu90k,2716,44,0,66,48,119,4,334,170,15,21,169,6,0,0,20,18,0,104,16,5,3,9,0,4,33,86,0,8,22,12,16,0,9,27,7,9,993,1,1,5,8,1,10,38,40,0,0,33,12,0,20,137,17,7,0,0,33
oaAAXNpOnDI,Video oaAAXNpOnDI,200,33,0,1,8,3,5,25,7,3,1,25,2,0,0,4,4,0,8,1,0,0,2,0,1,2,2,0,0,1,0,0,0,1,3,1,1,65,0,0,0,1,0,0,2,5,0,0,2,5,0,3,3,0,1,0,0,2
5bD6mZ7swxU,Video 5bD6mZ7swxU,100,18,0,0,9,1,1,19,2,0,2,6,0,0,0,7,0,0,0,0,1,1,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,37,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
zTMis9LUrgo,Video zTMis9LUrgo,1679,38,0,22,37,35,6,83,59,8,8,164,4,0,0,16,12,0,70,10,0,0,5,0,16,11,78,0,4,26,9,37,0,8,19,0,9,649,0,1,5,0,0,7,34,50,0,0,51,22,0,15,55,16,7,0,0,11
lGbPQZ91lHM,Video lGbPQZ91lHM,727,38,0,2,8,4,1,187,10,5,17,54,0,0,0,6,6,0,18,4,2,7,1,0,2,96,16,0,3,10,1,4,0,3,10,3,0,171,1,0,2,1,0,0,5,33,0,0,9,4,0,9,3,4,0,0,0,5
SE05iCw3qY8,Video SE05iCw3qY8,14228,47,0,81,777,130,42,637,736,67,68,759,15,4,0,165,138,0,285,93,41,20,25,0,44,146,825,2,33,74,31,161,0,88,105,12,56,6550,1,1,46,12,3,81,202,250,0,0,465,92,1,56,524,116,33,0,0,135
VRRJUFrnfFQ,Video VRRJUFrnfFQ,362,34,0,1,11,2,1,52,13,1,2,25,1,0,0,6,1,0,9,2,1,1,0,0,0,27,9,0,0,9,3,1,0,3,2,0,0,115,0,0,1,0,0,2,2,37,0,0,4,4,0,2,5,6,0,0,0,1
sMNPcC3Kmuk,Video sMNPcC3Kmuk,1690,35,0,4,9,4,11,518,12,3,3,132,0,0,0,44,13,0,48,2,2,34,2,0,9,57,70,0,12,19,0,4,0,7,7,0,0,463,0,0,0,12,0,15,8,112,0,0,14,7,0,1,14,13,0,0,0,5
jg4YB96clmw,Video jg4YB96clmw,1200,39,0,7,39,6,2,195,33,6,3,91,0,0,0,27,15,0,16,6,8,2,0,0,2,32,30,0,1,13,0,3,0,8,6,1,0,520,1,1,0,1,1,11,10,24,0,0,16,12,0,8,1,31,1,0,0,10
YONPJfvQyLQ,Video YONPJfvQyLQ,57,14,0,0,1,0,0,11,0,0,0,8,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,22,0,0,0,0,0,0,1,4,0,0,0,0,0,1,1,1,0,0,0,0
tQMCXkvvoHc,Video tQMCXkvvoHc,1439,39,0,0,35,7,8,129,346,2,4,48,1,0,0,69,6,0,96,4,4,13,0,0,6,52,32,1,8,1,0,3,0,8,5,2,0,364,0,0,44,2,2,6,17,15,0,0,27,17,0,23,6,6,1,0,0,19
Ar5-Yitahp8,Video Ar5-Yitahp8,19551,46,0,33,308,77,68,4289,229,23,38,948,5,5,0,314,62,0,548,45,47,24,2,0,38,722,494,2,65,49,2,64,0,76,95,5,2,9374,3,3,24,15,1,76,154,486,0,0,119,72,0,70,19,355,2,0,0,99
2bBkSgQisbg,Video 2bBkSgQisbg,200,33,0,1,12,3,1,7,0,1,1,7,0,0,0,4,7,0,6,0,0,0,0,0,2,2,6,0,1,2,0,1,0,2,2,0,2,86,1,0,1,1,0,1,5,3,0,0,4,8,0,4,12,0,1,0,0,3
f-92omB-G8w,Video f-92omB-G8w,3408,44,0,19,163,80,8,131,55,16,35,231,3,0,0,49,48,0,91,19,20,6,6,0,11,49,199,1,8,32,15,20,0,26,12,13,11,1137,1,0,17,2,1,51,38,335,0,0,85,123,0,14,172,23,4,0,0,28
E7a,Video E7a,1757,43,0,14,81,22,5,86,68,9,13,113,1,0,0,30,14,0,60,14,9,4,9,0,6,65,66,0,8,5,0,5,0,4,9,1,1,896,1,2,2,2,3,5,31,24,0,0,25,10,0,8,4,14,2,0,0,6
Sp8HuWv4GdM,Video Sp8HuWv4GdM,2029,43,0,12,189,52,10,92,37,17,35,157,4,0,0,18,29,0,56,18,20,0,4,0,6,35,155,1,7,46,4,18,0,17,22,5,8,652,2,0,2,1,1,6,19,57,0,0,64,18,0,20,62,19,4,0,0,28
bqVXeMUAIs0,Video bqVXeMUAIs0,3255,44,0,44,60,87,11,252,67,19,14,266,5,0,0,52,40,0,95,25,5,1,13,0,5,24,129,0,12,15,18,13,0,20,38,1,19,1394,0,2,10,2,1,14,49,90,0,0,44,66,1,24,157,23,10,0,0,18
0b-EatqUvb4,Video 0b-EatqUvb4,95495,48,0,272,1932,2677,579,1848,184,525,827,1644,245,7,0,2909,861,0,3583,890,359,253,99,0,296,9901,6002,11,109,356,32,558,0,996,963,63,71,40056,49,2,509,26,25,1338,1568,6104,0,3,1609,1602,1,974,585,1284,46,0,0,662
pYec282aWwo,Video pYec282aWwo,3117,39,0,6,77,11,16,480,37,9,22,64,1,0,0,68,28,0,74,12,5,60,1,0,4,361,74,0,3,47,0,17,0,4,13,0,1,1278,0,1,6,1,0,29,53,88,0,0,23,25,0,45,2,57,0,0,0,14
72eG9hdmtX4,Video 72eG9hdmtX4,200,29,0,1,2,0,1,42,0,0,1,20,0,0,0,3,1,0,9,1,0,1,0,0,0,17,4,0,0,6,0,1,0,2,4,0,1,60,0,0,2,0,0,0,2,6,0,0,5,1,0,1,3,1,1,0,0,1
Wf89YzKYoBM,Video Wf89YzKYoBM,495,34,0,3,67,6,5,7,66,3,3,26,1,0,0,6,2,0,20,6,7,1,2,0,0,4,25,1,0,3,0,17,0,1,3,0,0,101,0,0,4,0,0,4,3,49,0,0,27,4,0,2,0,4,0,0,0,12
eauOWpRMI3k,Video eauOWpRMI3k,2785,43,0,90,122,41,30,99,55,21,23,186,3,0,1,57,30,0,249,18,20,5,18,0,12,76,94,1,55,52,1,37,0,12,15,3,0,969,2,0,6,3,4,42,49,68,0,0,58,77,0,26,3,24,0,0,0,28
PLSQhFxBsas,Video PLSQhFxBsas,10364,49,1,139,982,127,91,421,45,78,164,1511,6,0,1,136,136,0,397,63,52,32,33,0,57,240,218,1,57,93,24,83,0,49,67,22,20,2918,2,2,30,1,6,99,85,567,0,2,551,103,0,42,338,108,20,3,0,141
ASoKZfWn5A0,Video ASoKZfWn5A0,100,14,0,0,1,0,1,16,4,0,0,10,0,0,0,4,2,0,1,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,47,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
hjwI0ORtgmg,Video hjwI0ORtgmg,1017,39,0,16,32,17,0,125,132,2,8,81,0,0,0,13,9,0,17,6,4,0,7,0,4,8,28,0,0,20,7,4,0,1,10,4,5,338,2,3,2,0,2,2,15,34,0,0,11,9,0,7,13,8,2,0,0,9
1K9I8HR4LbU,Video 1K9I8HR4LbU,4270,41,0,57,403,40,21,107,46,23,48,230,12,0,0,112,28,0,139,58,49,6,9,0,9,62,177,0,30,38,0,37,0,11,19,8,0,1853,6,0,4,4,10,22,107,123,0,0,153,49,0,35,1,56,1,0,0,67
oku4LqVo,Video oku4LqVo,1494,40,0,7,16,3,1,521,33,2,9,65,2,0,0,19,2,0,33,5,2,2,0,0,2,46,37,0,1,2,3,10,0,6,18,1,1,464,0,0,5,8,0,6,21,28,0,0,15,27,0,8,7,43,1,0,0,12
HC,Video HC,9245,43,0,21,125,42,67,902,271,50,54,137,43,0,0,211,63,0,322,65,34,46,2,0,28,799,350,1,11,18,1,29,0,54,78,5,0,4463,1,0,34,14,1,75,92,261,0,0,143,108,0,60,24,103,2,0,0,35
0C0BJEUKTm4,Video 0C0BJEUKTm4,952,39,0,10,30,11,12,77,98,3,5,84,1,0,0,11,10,0,21,4,3,1,3,0,6,7,83,0,0,13,0,6,0,4,5,2,0,285,10,7,2,8,0,3,6,63,0,0,24,11,0,4,5,6,0,0,0,8
g9wHWbvMDUU,Video g9wHWbvMDUU,1656,43,0,17,43,6,25,276,10,10,12,269,5,0,0,16,16,0,71,6,4,5,3,0,48,126,19,1,23,20,1,5,0,8,39,0,1,318,1,0,6,5,0,6,7,96,0,0,35,30,0,28,16,9,2,1,0,11
b4ZS8PFL0hc,Video b4ZS8PFL0hc,2930,43,0,49,67,92,63,117,230,18,27,175,6,0,0,47,36,0,91,36,17,4,6,0,14,51,351,0,16,84,1,22,0,10,16,10,0,834,31,2,5,11,5,10,62,149,0,0,28,39,0,22,5,29,0,1,0,41
PS5rtWdxn3A,Video PS5rtWdxn3A,200,28,0,0,6,1,1,6,12,0,1,12,2,0,0,20,4,0,2,1,3,1,0,0,0,6,1,0,0,4,0,2,0,2,1,0,0,92,0,0,0,0,0,1,3,9,0,0,4,1,0,1,0,0,0,0,0,1
,Video ,100,12,0,0,3,0,0,44,1,0,2,0,0,0,0,7,1,0,1,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,27,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
BIfjbX6hJBc,Video BIfjbX6hJBc,10955,43,0,65,414,35,93,1859,62,56,64,550,9,0,0,115,111,0,376,41,110,20,16,0,32,475,374,0,45,55,0,46,0,50,113,11,1,4581,2,3,36,18,1,66,113,341,0,0,126,117,0,40,16,242,5,0,0,50
WSbehOs9Rzo,Video WSbehOs9Rzo,200,27,0,2,6,1,0,51,0,2,1,20,0,0,0,4,3,0,6,1,1,0,0,0,0,13,4,0,0,0,0,2,0,2,2,0,0,50,0,0,2,9,0,1,0,3,0,0,6,1,0,2,4,0,0,0,0,1
a,Video a,314,23,0,0,10,4,0,113,5,0,0,19,0,0,0,4,4,0,3,1,1,18,0,0,2,11,8,0,0,1,0,2,0,0,2,0,0,95,0,0,0,0,0,2,0,4,0,0,3,1,0,0,0,0,0,0,0,1
2gfMlBCjvNw,Video 2gfMlBCjvNw,24695,46,0,112,473,68,89,2777,395,61,86,1151,14,3,0,329,204,0,428,46,66,22,25,1,57,1258,641,0,104,75,1,116,0,113,118,9,1,13618,5,9,51,37,6,140,156,620,0,0,158,155,0,94,26,664,2,0,0,111
FZOBxJwWpq0,Video FZOBxJwWpq0,693,38,0,14,60,3,2,30,26,5,3,52,0,0,0,8,6,0,14,11,11,0,5,0,2,11,12,0,3,24,0,8,0,3,8,2,1,276,0,0,1,1,1,2,14,28,0,0,23,2,0,6,1,10,0,0,0,4
Wb2MKdcGcaQ,Video Wb2MKdcGcaQ,5411,42,0,11,126,25,35,635,88,17,17,212,8,0,0,157,28,0,152,39,20,10,0,0,8,124,262,4,15,14,0,29,0,21,56,6,1,2795,1,0,12,2,1,31,51,93,0,0,99,41,0,13,5,102,1,0,0,44
yzAA-8CrWCY,Video yzAA-8CrWCY,933,38,0,2,16,6,5,92,9,2,6,53,2,0,0,14,12,0,22,6,7,7,0,0,5,20,55,0,4,4,0,2,0,1,2,2,0,487,0,0,4,1,0,11,7,13,0,0,18,5,0,8,4,8,2,0,0,9
um5cgQhJ-0s,Video um5cgQhJ-0s,4563,42,0,63,142,165,19,233,182,18,37,322,4,0,0,60,63,0,138,25,11,1,10,0,10,48,187,0,12,27,21,20,0,26,33,4,38,1903,0,1,12,4,0,13,47,111,0,0,110,36,0,19,279,46,30,0,0,33
M3MgT7SJVe0,Video M3MgT7SJVe0,683,38,0,14,24,1,1,62,9,3,9,66,0,0,0,12,7,0,20,1,0,3,11,0,10,46,17,0,1,7,0,14,0,5,15,2,1,214,1,0,2,13,0,4,4,30,0,0,19,11,0,6,6,6,0,0,0,6
-HVRj2J9kW4,Video -HVRj2J9kW4,356,31,0,2,10,2,1,58,3,1,8,64,0,0,0,2,5,0,18,0,0,2,0,0,3,17,6,1,0,30,2,2,0,0,5,0,0,68,0,0,0,3,1,0,5,17,0,0,6,0,0,2,3,7,0,0,0,2
9j6,Video 9j6,26792,49,1,710,1169,320,109,775,1068,135,254,1917,65,0,0,833,428,0,847,378,230,56,213,1,86,448,675,3,94,133,11,181,0,128,217,45,13,10792,17,13,59,27,38,213,558,934,0,1,501,1132,0,184,202,284,7,1,0,286
JMadvfCrF5M,Video JMadvfCrF5M,500,37,0,1,8,2,1,89,11,3,1,60,1,0,0,18,3,0,8,3,0,1,2,0,1,13,9,0,2,2,0,4,0,5,4,0,1,198,0,0,1,2,0,2,8,7,0,0,4,4,0,1,7,9,0,0,0,4
k5vcXmOIzAc,Video k5vcXmOIzAc,805,35,0,1,18,5,5,74,84,2,7,18,0,0,0,31,1,0,21,2,5,7,0,0,2,47,10,0,1,4,0,3,0,1,8,1,0,371,0,1,3,0,0,5,1,21,0,0,18,8,0,5,0,11,0,0,0,3
VjjKbrFJoxY,Video VjjKbrFJoxY,100,21,0,2,2,2,0,4,0,0,2,6,0,0,0,0,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,1,0,0,23,0,1,1,0,0,2,0,1,0,0,2,41,0,1,1,0,0,0,0,1
hSLBDQpC0JY,Video hSLBDQpC0JY,308,33,0,0,2,1,1,53,3,1,3,41,1,0,0,6,1,0,10,0,2,7,0,0,1,12,7,0,1,1,0,2,0,2,2,0,0,115,0,0,1,0,0,3,3,6,0,0,8,1,0,3,5,1,0,0,0,2
yvCeyYhVfEk,Video yvCeyYhVfEk,338,29,0,8,5,0,0,125,6,1,0,40,0,0,0,2,3,0,8,4,0,4,0,0,0,8,8,0,0,5,0,1,0,2,2,3,2,52,0,0,0,0,2,2,4,27,0,0,6,0,0,1,4,2,0,0,0,1
Ylzz-ocr6aQ,Video Ylzz-ocr6aQ,100,15,0,0,7,1,0,3,6,0,1,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,56,0,0,0,0,0,2,0,4,0,0,1,0,0,0,5,0,0,0,0,0
OA6m1Bba-Ec,Video OA6m1Bba-Ec,100,21,0,0,35,2,1,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,1,4,1,0,1,0,0,2,0,2,0,4,0,31,0,0,1,0,0,0,1,0,0,0,1,3,0,1,2,0,0,0,0,2
f2ljsiijEtk,Video f2ljsiijEtk,266,31,0,6,3,18,1,20,12,0,1,22,1,0,0,4,1,0,2,2,4,0,0,0,1,1,10,0,1,5,0,3,0,2,3,0,2,110,0,2,0,3,0,6,7,0,0,0,5,0,0,3,0,0,0,0,0,5
6SbXGBC7GU4,Video 6SbXGBC7GU4,174562,52,2,20129,3091,15210,1000,3398,161,1682,2400,9720,346,7,0,2389,1570,0,5538,1160,449,351,5713,0,671,14543,8901,20,967,775,68,1640,1,1399,2583,1293,79,43830,127,9,745,162,774,3742,1541,4103,1,1,2378,2523,5,3388,789,1447,82,35,0,1624
Od2LkPjLqHA,Video Od2LkPjLqHA,700,39,0,16,44,8,0,46,57,11,6,77,1,0,0,7,10,0,8,6,0,1,2,0,6,12,10,0,4,13,0,2,0,5,4,7,0,235,4,2,1,0,0,2,11,14,0,0,31,11,0,7,2,4,2,0,1,10
fulr00kpQW4,Video fulr00kpQW4,1561,38,0,15,30,7,10,125,72,9,10,71,0,0,0,40,4,0,34,17,7,5,3,0,8,20,22,1,6,11,0,10,0,10,16,0,0,835,2,0,0,1,1,4,26,34,0,0,34,31,0,5,3,15,0,0,0,7
bLbKhXfxuD0,Video bLbKhXfxuD0,12987,45,0,332,445,399,65,269,359,50,74,400,17,0,0,289,158,0,582,272,69,29,80,0,53,187,717,1,45,47,3,57,0,38,78,27,6,5468,4,18,47,26,11,67,398,465,0,0,610,314,0,96,50,112,10,0,0,143
OguvNRN3OVw,Video OguvNRN3OVw,79,19,0,0,1,0,0,22,2,0,0,5,0,0,0,0,3,0,1,0,0,1,0,0,0,3,0,0,0,2,0,2,0,0,0,0,0,26,0,0,0,0,0,1,3,1,0,0,2,1,0,1,1,0,1,0,0,0
fDwoc1darYk,Video fDwoc1darYk,1986,38,0,40,70,2,12,121,148,16,13,88,2,0,0,22,18,0,42,12,2,3,0,0,57,18,33,1,14,28,0,9,0,2,7,15,0,879,0,1,0,1,0,12,25,27,0,0,146,47,0,6,6,10,0,0,0,31
heuJSO1wgE8,Video heuJSO1wgE8,6207,48,0,144,156,193,8,306,118,13,34,389,8,0,1,66,66,0,162,19,11,5,34,0,18,38,221,2,8,47,75,21,0,42,55,3,72,2437,1,2,11,2,1,32,73,349,0,0,138,51,6,28,628,39,41,1,0,32
ON-yu,Video ON-yu,5886,42,0,33,376,59,13,287,264,22,29,256,4,0,0,227,36,0,152,49,33,8,13,0,13,95,142,0,15,29,0,46,0,8,17,7,2,3024,2,4,25,8,0,24,106,120,0,0,156,45,0,30,19,39,1,0,0,48
6V1mZeuxJPc,Video 6V1mZeuxJPc,604,34,0,3,11,4,0,88,47,3,16,35,0,0,0,26,8,0,20,9,2,3,0,0,4,39,19,0,1,5,0,4,0,0,3,0,1,157,0,0,2,0,1,9,5,22,0,0,11,10,0,20,5,4,0,0,0,7
OZOBTUoPafE,Video OZOBTUoPafE,100,18,0,0,5,0,0,4,7,0,2,3,0,0,0,5,1,0,8,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,51,0,0,0,0,0,1,1,3,0,0,2,0,0,0,0,1,0,0,0,1
GHKlFrbfsY4,Video GHKlFrbfsY4,443,37,0,3,10,16,3,52,29,2,5,44,1,0,0,2,5,0,10,2,1,0,0,0,1,4,11,1,3,7,0,3,0,0,2,2,0,140,1,13,1,5,0,3,11,22,0,0,10,6,0,2,0,5,0,0,0,5
dQkUAF6buHk,Video dQkUAF6buHk,785,40,0,6,30,8,0,68,163,4,7,68,2,0,0,5,3,0,16,20,2,2,0,0,3,7,18,1,2,4,0,4,0,3,3,2,1,252,1,1,2,3,0,4,10,8,0,0,19,9,0,2,14,3,0,0,0,5
n6UDB6uRs1E,Video n6UDB6uRs1E,166,27,0,0,2,0,2,21,2,1,0,22,0,0,0,2,0,0,1,3,1,0,0,0,1,5,1,0,1,4,0,0,0,1,1,0,0,77,0,0,3,0,0,3,1,1,0,0,0,3,0,1,2,2,0,0,0,2
1UL4-0tTCnw,Video 1UL4-0tTCnw,770,35,0,2,2,2,4,88,8,2,3,66,0,0,0,7,6,0,30,8,0,34,0,0,1,26,36,0,5,4,2,2,0,1,6,0,0,347,0,0,4,0,0,5,13,3,0,0,13,8,0,7,6,15,2,0,0,2
z4nBgm2u-sE,Video z4nBgm2u-sE,3015,45,0,47,69,70,13,213,64,33,11,379,31,0,0,52,32,0,66,11,6,1,10,0,4,30,72,1,19,73,8,7,0,13,74,3,12,1096,2,0,3,2,3,27,41,87,0,0,80,77,1,28,89,24,4,0,0,27
1sdE7ajEzWI,Video 1sdE7ajEzWI,100,23,0,1,3,0,0,27,1,1,5,13,0,0,0,1,3,0,1,1,0,0,0,0,1,4,0,0,1,0,1,0,0,0,2,0,0,14,0,0,0,0,0,0,0,2,0,0,2,1,2,1,12,0,0,0,0,0
dJZ,Video dJZ,157,25,0,1,1,3,1,38,4,0,0,10,0,0,0,2,1,0,10,0,0,1,0,0,0,1,4,0,0,0,0,1,0,1,1,0,0,52,0,0,0,0,0,0,1,9,0,0,4,6,0,1,2,1,0,0,0,1
LDy-,Video LDy-,10994,47,0,395,366,293,61,761,23,90,68,830,22,1,0,171,137,0,312,65,63,38,34,0,62,431,255,5,100,83,8,102,0,73,131,11,4,4565,3,1,45,34,8,117,98,350,0,0,219,140,1,109,68,145,2,0,0,94
NZHZ10ZyEk0,Video NZHZ10ZyEk0,10729,45,0,34,322,119,77,581,97,37,59,610,12,0,0,191,127,0,466,83,59,12,12,0,24,302,838,2,33,38,2,50,0,53,192,12,0,4880,2,0,23,12,1,57,221,313,0,0,196,164,0,57,11,123,2,1,1,221
7RIbfPbxu8M,Video 7RIbfPbxu8M,8712,42,0,69,207,53,30,493,144,15,155,196,6,0,0,230,35,0,196,59,20,9,7,0,13,146,359,0,23,74,0,46,0,31,56,5,0,5199,2,5,10,4,1,28,106,371,0,0,93,72,0,37,10,44,2,0,0,51
Frt0ZU-QTuA,Video Frt0ZU-QTuA,5781,41,0,20,111,19,14,930,105,9,15,187,7,0,0,142,35,0,117,74,24,8,3,0,4,187,217,0,9,7,0,15,0,16,30,1,2,2867,0,4,14,9,0,29,69,183,0,0,39,93,0,22,30,84,7,0,0,23
v2ZTf-lyJZo,Video v2ZTf-lyJZo,994,38,0,3,27,2,4,89,54,4,5,45,1,0,0,26,8,0,32,10,4,2,1,0,4,29,35,0,2,5,0,4,0,2,16,0,1,480,0,0,1,4,0,5,11,15,0,0,14,7,0,3,6,26,0,0,0,7
SRApgX07GHk,Video SRApgX07GHk,5681,44,0,114,240,113,34,182,282,52,45,488,24,0,0,84,62,0,345,35,30,4,26,0,28,49,127,0,10,106,5,52,0,16,80,19,3,1980,6,3,10,5,8,52,58,399,0,0,211,72,0,39,37,43,4,0,0,99
FWRqj2kPyIs,Video FWRqj2kPyIs,584,31,0,4,6,4,5,145,12,2,3,66,2,0,0,4,2,0,33,0,0,6,2,0,2,26,21,0,10,3,0,0,0,0,4,2,0,186,0,0,0,1,0,4,4,0,0,0,5,0,0,7,6,1,0,0,0,6
