video_id,video_link,title,comment_count,like_count,languages_used,en,ko,unknown,de,tl,id,es,tr,et,cy,ca,pl,pt,so,ru,ja,hr,ro,ar,it,af,th,fi,da,nl,sw,vi,hu,fr,sv,no,fa,sq,cs,bg,lt,sl,sk,lv,uk,mk,zh-cn,he,el,bn,ur,te,pa,zh-tw,ml,ta,kn,gu,ne,hi,mr
c8P8RkUXwn4,https://www.youtube.com/watch?v=c8P8RkUXwn4,Join the #ONESPARK challenge with this trio🐶🦄🐯#TWICE #JEONGYEON #JIHYO #CHAEYOUNG #WithYOUth❤‍🔥,260.0,57116,31.0,103,20,24,4,5,3,11,1,1,6,0,5,7,7,2,35,1,0,2,2,2,0,1,1,0,2,2,1,2,0,2,0,0,3,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
fa9Vzvq27bY,https://www.youtube.com/watch?v=fa9Vzvq27bY,JAEHYUN 재현 'The Smoky Night',2463.0,57005,40.0,878,566,102,171,43,82,41,11,14,22,17,18,58,100,14,33,13,4,8,7,19,51,47,7,11,22,24,6,27,3,8,2,0,14,2,2,4,4,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eq_nxQQb4jU,https://www.youtube.com/watch?v=eq_nxQQb4jU,NG cut😆 #TEN #m1keangelo #Nene,286.0,56579,26.0,63,4,28,10,4,14,12,0,2,0,2,2,8,10,2,6,0,18,2,15,4,48,3,0,9,0,4,0,2,0,10,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zWnm9oxu-so,https://www.youtube.com/watch?v=zWnm9oxu-so,Who’s ready for Perfume Challenge? #NCT_DOJAEJUNG #DOJAEJUNG #Perfume,144.0,56524,23.0,57,28,13,1,6,11,0,1,2,2,0,1,4,1,1,4,0,1,0,0,0,3,0,1,1,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wa5Efb30Apw,https://www.youtube.com/watch?v=Wa5Efb30Apw,우리의 마음은 127도!🍷❤️‍🔥 | ❮술찌즈 : 쫄들의 연말 모임❯,100.0,56178,9.0,16,73,2,0,0,0,0,0,0,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3CcT5pAzYBE,https://www.youtube.com/watch?v=3CcT5pAzYBE,would you dance with me?🕺#MARK #마크 #NCT #NCT127 #NCTDREAM #shorts,525.0,56114,33.0,173,140,29,11,11,13,6,14,1,11,0,1,15,19,3,9,0,4,2,2,3,5,9,3,5,10,4,1,10,3,4,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PsDRmVjhCoM,https://www.youtube.com/watch?v=PsDRmVjhCoM,"TWICE REALITY ""TIME TO TWICE"" Y2K TDOONG SHOW TEASER",1508.0,56066,41.0,755,52,74,39,34,28,78,20,12,39,5,39,48,46,9,32,4,4,40,4,4,2,22,3,7,14,25,8,15,0,10,12,1,2,0,2,7,2,1,1,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0
hDswS0zpaS8,https://www.youtube.com/watch?v=hDswS0zpaS8,#YoungK ❤‍🔥 #DAHYUN #TZUYU #TWINFLAME #TWICE #다현 #쯔위 #DAY6 #데이식스 #영케이 #WithYOUth❤‍🔥 #ONESPARK💥,250.0,55854,28.0,70,47,25,10,2,10,4,9,0,1,0,8,4,6,0,18,0,8,2,3,1,0,1,0,1,1,5,2,3,0,0,0,1,3,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
XcrqoNytXEE,https://www.youtube.com/watch?v=XcrqoNytXEE,#TalkthatTalk Challenge✌ with #김숙💕 #홍진경💕 #주우재💕,292.0,55613,34.0,72,20,30,4,5,3,13,6,0,3,1,5,4,26,1,16,1,5,13,2,5,0,2,4,4,4,8,2,3,0,1,0,1,21,0,0,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3RJhCF9Z6Zw,https://www.youtube.com/watch?v=3RJhCF9Z6Zw,☎️ When you hit the dial #JAEHYUN #Smoke,300.0,55392,26.0,95,91,24,10,5,13,1,0,0,2,4,2,2,19,0,4,3,1,3,1,3,5,3,0,0,1,2,0,2,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PcN76h0en4I,https://www.youtube.com/watch?v=PcN76h0en4I,"TWICE REALITY ""TIME TO TWICE"" TDOONG WORKSHOP EP.02",100.0,55288,18.0,38,5,7,1,2,2,9,1,0,8,0,5,0,1,0,12,0,0,0,0,0,1,1,0,1,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WNN4cKMkyCE,https://www.youtube.com/watch?v=WNN4cKMkyCE,#RunAway 🏃‍♀ with #KYUJIN💫 #TWICE #트와이스 #TZUYU #쯔위 #abouTZU#NMIXX #엔믹스 #규진,327.0,54594,36.0,95,36,43,11,5,4,5,7,3,0,1,1,8,8,0,20,1,7,4,4,0,1,6,2,3,20,6,5,2,1,3,0,1,4,0,1,4,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0
0APzH93GPcY,https://www.youtube.com/watch?v=0APzH93GPcY,DOYOUNG 도영 '청춘의 포말 (YOUTH)' Highlight Medley,100.0,54034,14.0,22,56,9,0,1,1,2,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7m9dNmpCkPI,https://www.youtube.com/watch?v=7m9dNmpCkPI,"TWICE SEASON'S GREETINGS 2023 ""SECRET LIFE@HOUSE"" Teaser",1543.0,53491,41.0,556,38,81,45,54,26,61,33,13,19,6,43,42,41,12,76,5,10,75,14,9,1,9,5,22,26,53,13,27,17,10,37,0,17,1,3,14,14,0,2,0,1,0,0,0,11,0,0,1,0,0,0,0,0,0,0
MwhA-zj6q7s,https://www.youtube.com/watch?v=MwhA-zj6q7s,손목 위에~ 난🐧🎶 옷깃 위에~ 난🍑🎶 With #펭수,271.0,53233,23.0,54,133,9,7,3,15,3,0,0,1,0,1,3,6,2,3,0,9,2,5,2,2,2,0,3,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4acXN8aazeU,https://www.youtube.com/watch?v=4acXN8aazeU,KAI 카이 'Rover' Mood Sampler #2,100.0,53002,24.0,24,6,12,1,2,6,3,1,0,0,1,0,1,1,0,0,0,0,1,2,9,1,2,1,0,16,0,0,2,0,1,0,0,3,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7h35-kd9k9A,https://www.youtube.com/watch?v=7h35-kd9k9A,Gorgeous TZU 🥀 #TWICE #트와이스 #TZUYU #쯔위 #abouTZU #RunAway,423.0,52590,36.0,107,58,66,10,6,8,9,26,4,3,0,2,5,7,0,31,0,10,3,3,8,0,2,0,0,1,9,1,6,1,2,1,1,6,1,0,3,2,1,0,1,12,0,1,0,0,0,0,6,0,0,0,0,0,0,0
bp3dxrNOQ2M,https://www.youtube.com/watch?v=bp3dxrNOQ2M,TWICE: Seize the Light | Special Episode Teaser,100.0,52225,25.0,39,8,11,1,2,0,4,1,1,3,1,1,2,0,0,3,0,0,7,1,1,0,0,0,1,2,2,0,0,0,1,3,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
mB-lsvkTaHo,https://www.youtube.com/watch?v=mB-lsvkTaHo,❅ ‧˚₊*̥🌹아무것도 모른다는 표정을 짓지💂‍♀️‧˚₊*̥* ❅ #TAEYONG #SOHEE #TAP,332.0,52215,25.0,62,156,17,8,7,4,6,1,4,0,1,1,3,10,0,7,0,10,0,2,16,2,4,0,4,1,1,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-w6IrgaXrRA,https://www.youtube.com/watch?v=-w6IrgaXrRA,"[CHEN-LOG] Dear my dear, Letter From CHEN✍",100.0,51527,21.0,49,1,5,5,3,4,2,2,1,2,0,0,2,4,0,0,0,1,0,1,0,0,5,0,1,0,0,2,1,2,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3Ly4ENG0SE,https://www.youtube.com/watch?v=V3Ly4ENG0SE,Dive in deep 💦#TEN #XIAOJUN #YANGYANG #李永钦 #텐 #Water #NCT #WayV #威神V #TEN_Nightwalker #shorts,398.0,50954,29.0,136,26,38,15,16,29,11,2,5,8,5,0,3,23,6,8,9,6,2,4,7,10,3,0,4,0,8,0,4,0,3,0,1,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UA_UL6oYd_4,https://www.youtube.com/watch?v=UA_UL6oYd_4,#LieWithYou challenge with #winmetawin 🥰 #TEN,488.0,50929,33.0,156,30,39,24,13,35,10,1,4,3,3,8,12,33,5,6,2,20,3,2,10,36,0,2,3,9,6,2,5,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_MqBkzjmo,https://www.youtube.com/watch?v=FR_MqBkzjmo,2023 EXO SEASON’S GREETINGS CONCEPT TRAILER VER.2 #EXO,852.0,50708,40.0,256,49,80,40,28,40,36,8,13,17,15,6,41,39,8,5,3,6,15,6,8,2,17,18,11,21,8,1,6,4,9,5,0,1,1,5,4,7,0,0,2,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0
L51_xwsOwlg,https://www.youtube.com/watch?v=L51_xwsOwlg,"""I GOT YOU"" GAME with TWICE 🎮",2684.0,50592,39.0,1043,98,120,54,58,47,128,23,11,111,16,39,90,63,10,382,6,82,10,21,5,6,5,4,22,69,54,5,32,0,9,4,0,2,2,19,15,10,2,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0
agaO8bSxlOg,https://www.youtube.com/watch?v=agaO8bSxlOg,Which one suits us ? Moon🌑or Sun☀ (Sun ver.) #TWICE #트와이스 #MOONLIGHTSUNRISE,213.0,50181,32.0,54,19,19,6,7,4,8,4,7,4,1,2,2,17,2,22,0,3,2,6,1,0,2,2,0,2,1,1,6,0,1,2,0,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
DJMura9hzIU,https://www.youtube.com/watch?v=DJMura9hzIU,ASMR? 걍 하지! 직캠?! 걍 하지~!🐰😺🐶 | 도재정의 걍 하지! 프로젝트,100.0,50025,12.0,9,59,1,1,1,0,0,1,0,23,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wSSIFUm-2G4,https://www.youtube.com/watch?v=wSSIFUm-2G4,TWICE 5TH WORLD TOUR ‘READY TO BE’ Highlight @ SoFi Stadium,1605.0,49717,38.0,716,156,96,67,21,19,98,17,9,15,10,29,34,24,7,42,11,5,18,14,12,2,2,7,18,18,56,10,27,3,8,4,0,10,0,0,9,0,3,0,2,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0
XiS7_4jErws,https://www.youtube.com/watch?v=XiS7_4jErws,Definition of TAEYONG | 'SHALALA - The 1st Mini Album',100.0,49611,15.0,53,10,2,0,14,2,5,0,0,0,0,1,2,3,0,1,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6RI4R3Wwob4,https://www.youtube.com/watch?v=6RI4R3Wwob4,Searching for TY,3064.0,49529,39.0,1455,486,97,118,146,88,49,11,11,23,8,19,47,62,24,33,13,21,8,18,19,83,6,8,21,25,70,8,18,6,27,2,1,3,0,4,12,9,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vMFq0e-uOy8,https://www.youtube.com/watch?v=vMFq0e-uOy8,♫͙◟̊₍ꃓ₎◞𝒀𝒆𝒂𝒉 𝑰’𝒎 𝒔𝒂𝒖𝒄𝒊𝒏 𝒐𝒏 𝒚𝒐𝒖◟₍ꃔ₎◞̊♫͙  #TAEYONG #HYOYEON #TAP,636.0,48368,21.0,176,298,32,8,15,12,4,2,6,2,2,4,2,36,0,18,0,2,0,0,0,0,2,0,5,1,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JyzHPnS_WNo,https://www.youtube.com/watch?v=JyzHPnS_WNo,U R L I P S your-lips #NCT_DOJAEJUNG #DOJAEJUNG #NCT #Kiss,273.0,48232,25.0,67,124,12,8,5,16,3,1,0,1,0,0,4,6,2,4,1,0,1,1,2,1,2,0,1,6,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WJqP_0pW0Zc,https://www.youtube.com/watch?v=WJqP_0pW0Zc,NCT U 'Alley Oop' @2023 NCT CONCERT - NCT NATION : To The World,1063.0,48092,37.0,389,129,22,32,71,74,13,5,4,60,2,8,22,34,8,46,10,3,1,9,6,8,17,5,28,13,11,2,2,4,7,0,0,1,1,1,6,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7fHfjAe3YYc,https://www.youtube.com/watch?v=7fHfjAe3YYc,영훈이형이랑같이 백이진🤟,303.0,47563,33.0,54,135,16,5,2,31,8,0,1,2,1,1,4,7,2,1,4,4,2,2,2,1,4,0,2,1,0,0,1,1,2,0,0,1,1,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15AESBkHZFs,https://www.youtube.com/watch?v=15AESBkHZFs,One! Two! Three! 🔥HEARTSTEEL🔥 | Worlds 2023 Finals Opening Ceremony Behind,71.0,47427,23.0,30,6,7,2,2,2,2,0,1,2,1,1,1,0,0,1,1,1,2,3,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hdh1-ItOdZs,https://www.youtube.com/watch?v=hdh1-ItOdZs,.˚ * ⊹ •'𝗧𝗔𝗣' 𝗠𝗩 𝗕𝗲𝗵𝗶𝗻𝗱 𝘁𝗵𝗲 𝗦𝗰𝗲𝗻𝗲𝘀• ⊹ * ˚. #TAEYONG #TAP,255.0,47172,27.0,75,68,5,3,12,16,3,1,0,1,2,0,4,3,3,13,1,16,1,3,0,0,2,1,5,7,2,3,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pLc56tbJ6JI,https://www.youtube.com/watch?v=pLc56tbJ6JI,➕We got the bounce➕ #SHALALA_Challenge With #인탁 #TAEYONG #태용 #SHALALA #Shorts,168.0,47156,26.0,77,10,14,3,11,10,2,0,2,3,1,5,5,8,2,1,1,0,1,1,0,0,3,1,0,1,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yvCeyYhVfEk,https://www.youtube.com/watch?v=yvCeyYhVfEk,✧ ҉🌹💂‍♀️🦕𝑻𝒂𝒑𝒑𝒊𝒏𝒈 𝒐𝒏 𝒎𝒆｡.:*☆ #TAEYONG #SOHEE #ANTON #TAP,338.0,47124,29.0,52,125,40,8,27,8,5,0,0,2,1,4,6,8,4,6,0,5,8,1,2,4,1,2,2,0,4,0,3,0,2,0,0,0,2,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
bH9BzRXEx3s,https://www.youtube.com/watch?v=bH9BzRXEx3s,딱복✨🍑 VS 물복☁️🍑 당신의 선택은? Hard peach✨🍑 VS Soft peach☁️🍑,735.0,46386,38.0,253,115,52,20,11,29,12,10,6,8,1,7,13,21,2,3,5,24,22,4,14,1,8,7,12,22,2,5,5,7,9,5,2,2,0,6,3,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
YuuucnzYyI0,https://www.youtube.com/watch?v=YuuucnzYyI0,"TWICE ""The Feels"" DAHYUN @GMA3: What You Need to Know",807.0,45723,37.0,283,37,66,37,10,36,66,12,6,25,9,3,21,39,1,16,1,14,4,15,9,1,4,3,7,13,8,6,20,1,9,6,0,5,0,1,7,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
jeiVwBCwvhA,https://www.youtube.com/watch?v=jeiVwBCwvhA,"NAYEON ""NA"" Album Special Live Clip (Butterflies, Heaven, Count It)",1467.0,45511,40.0,683,93,104,35,68,11,71,5,1,15,10,12,46,23,11,41,11,4,26,13,3,2,5,10,20,14,56,8,18,0,19,4,1,7,1,1,6,5,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
rWiTs456fYs,https://www.youtube.com/watch?v=rWiTs456fYs,💚🎤Wow wow wow wow🎤💚 #SHALALA_Challenge With #렌 #TAEYONG #태용 #Shorts,324.0,45498,25.0,141,48,24,23,13,8,6,6,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gfkhkwMUhsw,https://www.youtube.com/watch?v=gfkhkwMUhsw,✨짙은 농도에 〰 ️정신이 혼미해〰😵‍💫✨with #BTOB,250.0,45228,29.0,50,102,10,3,6,15,3,0,7,2,2,0,5,13,0,3,1,2,3,3,2,2,2,0,2,2,2,3,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qAFsD-duK2Y,https://www.youtube.com/watch?v=qAFsD-duK2Y,📹abouTZU Trailer Behind#TWICE #트와이스 #TZUYU #쯔위 #abouTZU #RunAway,561.0,45151,36.0,171,44,59,21,7,5,27,27,4,4,2,6,14,12,1,48,4,9,5,5,4,0,1,2,7,5,25,3,7,0,6,0,1,9,0,0,2,2,0,0,0,6,0,0,0,1,0,0,5,0,0,0,0,0,0,0
AwYlrccQd_Y,https://www.youtube.com/watch?v=AwYlrccQd_Y,🐱🗣️🧋Can u plz be my #Water #TEN #SHOTARO,303.0,45089,28.0,89,65,19,7,5,17,5,1,1,2,1,0,8,9,1,36,0,4,4,3,4,10,0,0,1,1,2,0,3,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z-kdecO0Tr4,https://www.youtube.com/watch?v=Z-kdecO0Tr4,함께 치즈할 사람 발견!👀🗯️ #SUHO #수호 #CHANYEOL #찬열 #EXO #엑소 #weareoneEXO #Cheese #수호_Cheese #CheeseChallenge,554.0,44417,35.0,163,43,101,4,26,30,20,2,1,11,2,0,7,20,9,2,1,33,12,3,5,4,4,3,11,9,7,4,4,1,1,3,0,0,0,0,3,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LrQZQA09-fk,https://www.youtube.com/watch?v=LrQZQA09-fk,Cover | XIAOJUN – 情人 (Lover) (Beyond),2383.0,43959,42.0,862,159,149,49,52,210,71,10,14,15,41,16,45,105,16,37,35,33,10,19,13,48,14,8,39,26,26,8,46,5,25,9,0,8,4,3,10,18,0,1,1,110,0,0,0,1,0,0,12,0,0,0,0,0,0,0
6d6F63O6CRo,https://www.youtube.com/watch?v=6d6F63O6CRo,Let’s go !🕴#TAEYONG #태용 #SHALALA #Shorts,193.0,43950,30.0,65,27,16,4,10,9,4,1,1,7,1,2,1,5,2,1,0,12,1,1,2,1,6,0,3,3,1,0,2,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ctc4_nOnge4,https://www.youtube.com/watch?v=ctc4_nOnge4,🔗ayyy #JOHNNY #MARK #SION #YUSHI #NCT #NCT127 #NCTWISH,297.0,43875,27.0,77,130,14,4,11,10,0,4,3,4,1,2,3,8,2,4,0,2,0,1,1,0,4,0,2,1,2,3,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xEDBlL--B94,https://www.youtube.com/watch?v=xEDBlL--B94,Super Nightwalker😈🌃🐾👣 #TEN #李永钦 #텐 #Nightwalker#여자아이들 #GIDLE #민니 #MINNIE #NCT #WayV #威神V,166.0,43770,21.0,46,20,22,9,0,2,4,0,0,0,1,0,2,1,1,4,0,12,1,0,2,30,1,0,3,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YhWMfv-48mk,https://www.youtube.com/watch?v=YhWMfv-48mk,승마도 엄청난 비주얼이 또 중요하지 않습니까? | Ep.6 승마 | JUST DO IT:제대로 재밌게,100.0,42620,16.0,41,25,5,4,0,8,1,0,0,0,0,0,3,2,0,0,0,0,0,1,1,1,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_zDTYmX0fyQ,https://www.youtube.com/watch?v=_zDTYmX0fyQ,"TWICE 14TH MINI ALBUM""STRATEGY"" Snippet of Strategy (feat. Megan Thee Stallion)✨ #TWICE #STRATEGY",405.0,42561,32.0,162,28,45,22,13,1,6,2,3,7,4,8,14,16,1,26,0,2,0,3,4,0,1,2,3,5,19,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pDzYce4h2GY,https://www.youtube.com/watch?v=pDzYce4h2GY,2024년 분발하자! 많이 찍자! 💪🏻🐬🐹💪🏻 | 천지의 이것저것 시즌3 Ep.0,200.0,42471,18.0,85,73,6,1,2,6,2,0,0,4,0,0,3,1,0,3,2,0,0,1,0,1,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abGRMUh6N08,https://www.youtube.com/watch?v=abGRMUh6N08,ONCE BEGINS,2274.0,42419,39.0,1088,120,75,109,73,31,57,23,17,27,18,22,92,90,3,137,8,13,15,22,20,1,7,8,18,44,46,25,13,12,15,5,1,3,0,0,8,4,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
iQaGCYjaMPc,https://www.youtube.com/watch?v=iQaGCYjaMPc,SEVENTEEN (세븐틴) 4th Album 'Face the Sun' (CARAT Ver.) Physical Album Preview,100.0,41746,20.0,38,24,5,0,1,7,3,0,0,1,0,0,1,2,1,3,0,2,2,0,0,0,1,1,3,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p_xCQe-6OMU,https://www.youtube.com/watch?v=p_xCQe-6OMU,"TZUYU ""Run Away"" Choreography Video (Moving Ver.) Highlight #TWICE #TZUYU #쯔위 #abouTZU #RunAway",223.0,41521,32.0,60,29,34,7,4,3,8,16,2,2,1,1,5,4,0,13,2,1,0,2,1,0,2,1,2,3,9,1,1,0,1,0,0,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0
PCt6FogXsU0,https://www.youtube.com/watch?v=PCt6FogXsU0,두 눈을 맞추면👀 더 선명해질 테니🐰💗🤍 (🎥by #JAEHYUN),313.0,41223,29.0,62,146,15,6,10,12,1,0,1,6,0,0,3,5,1,4,1,14,1,1,3,3,2,0,2,2,2,1,1,2,2,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b1T0gwBVv28,https://www.youtube.com/watch?v=b1T0gwBVv28,알짱🦙파카짱 너무 귀엽따아🥰 | 성타로 in 알파카 카페,100.0,40966,9.0,1,79,1,0,1,1,1,0,0,10,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q5wJmxyrg8c,https://www.youtube.com/watch?v=q5wJmxyrg8c,[Un Cut] Take #3 | 'Baggy Jeans' MV Behind the Scene,100.0,40852,16.0,59,14,2,2,3,0,1,4,1,3,1,0,0,0,0,2,1,0,0,1,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FWRqj2kPyIs,https://www.youtube.com/watch?v=FWRqj2kPyIs,𝐿𝑒𝑡 𝑚𝑒 𝑡𝑎𝑘𝑒 𝑦𝑜𝑢 𝑜𝑢𝑡 #JAEHYUN #Smoke,584.0,40426,31.0,186,145,66,21,0,26,6,4,3,4,0,0,5,33,6,12,5,3,4,6,4,6,7,0,1,0,4,0,2,0,4,2,2,10,0,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QkT7CCeGRvE,https://www.youtube.com/watch?v=QkT7CCeGRvE,また会いましょう TOKYO💚,162.0,40413,19.0,43,18,11,3,1,7,2,1,0,0,0,0,3,3,2,54,3,0,0,0,2,0,1,0,0,1,4,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vQtxp9Nv-hg,https://www.youtube.com/watch?v=vQtxp9Nv-hg,NCT DOJAEJUNG 엔시티 도재정 ‘Kiss’ Dance Practice,823.0,40377,37.0,319,243,37,20,19,34,14,2,7,19,1,6,7,17,3,6,1,2,1,2,3,14,2,2,4,9,2,1,5,1,4,0,0,1,0,4,6,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aXGpDv5JYzI,https://www.youtube.com/watch?v=aXGpDv5JYzI,TWICE DAHYUN “첫사랑 (백아)” Vocal & Guitar Cover,1897.0,40317,41.0,713,133,151,83,26,84,104,30,7,25,13,4,50,96,3,107,5,19,7,24,18,6,9,5,10,12,18,15,38,7,13,5,0,16,1,3,12,11,1,3,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0
0WaH9Gzai1Q,https://www.youtube.com/watch?v=0WaH9Gzai1Q,Can you plz be my ~ 🚿 #TEN #李永钦 #텐 #Water #NCT #WayV #威神V #Nightwalker #TEN_Nightwalker #shorts,172.0,40063,22.0,74,17,16,2,11,10,5,3,0,1,1,0,6,6,2,3,0,2,2,1,1,5,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
puZ90NlBx0M,https://www.youtube.com/watch?v=puZ90NlBx0M,Royalty energy #XIAOJUN 🫳🦕,,39992,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OAJJlZqOYZs,https://www.youtube.com/watch?v=OAJJlZqOYZs,가족사진 느낌으로 갈까?📸✨ | 도재정’s PHOTO STUDIO🎄,100.0,39917,16.0,17,58,3,1,1,5,1,0,1,5,0,0,1,0,0,0,1,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Re7cRYdFP7A,https://www.youtube.com/watch?v=Re7cRYdFP7A,🌧Fallin' down all night🌧#Rain_Day #MUSIC_SPACE#THE_NCT_SHOW #엔쇼,506.0,39786,33.0,173,64,14,10,29,59,12,6,12,4,1,3,8,15,2,22,1,8,0,5,7,0,6,2,10,2,4,0,5,0,9,0,2,3,0,2,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
